Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Study of high-p T charged particle suppression in PbPb compared to pp collisions at\ sqrt {s_ {\ mathrm {NN}}}= 2.76~\ mathrm {TeV},The European Physical Journal C,72,3,1-22,2012,Springer-Verlag
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Arisawa, T; ",Measurement of CP-violation asymmetries in D [superscript 0]→ K [subscript S][superscript 0] π [superscript+] π [superscript-],,,,,2012,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of the bottom-strange meson mixing phase in the full CDF data set,Physical review letters,109,17,171802,2012,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for the standard model Higgs boson produced in association with a Z boson in 7.9 fb [superscript− 1] of p [bar-over p] collisions at√ s= 1.96 TeV using the CDF II detector,,,,,2012,Elsevier
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Aguilo, Ernest; Bergauer, Thomas; Dragicevic, Marko; Erö, Janos; Fabjan, Christian; ",Search for heavy lepton partners of neutrinos in proton–proton collisions in the context of the type III seesaw mechanism,Physics Letters B,718,2,348-368,2012,North-Holland
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Novel inclusive search for the Higgs boson in the four-lepton final state at CDF,Physical Review D,86,7,072012,2012,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for a W′ or Techni-ρ Decaying into W Z in p p Collisions at s= 7 TeV,Physical review letters,109,14,141801,2012,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for the standard model Higgs boson produced in association with top quarks using the full CDF data set,Physical review letters,109,18,181802,2012,American Physical Society
"Aaltonen, T; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurements of the Top-Quark Mass and the t t¯ Cross Section in the Hadronic τ+ jets Decay Channel at s= 1.96 TeV,Physical review letters,109,19,192001,2012,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for scalar top quark production in p\ bar {p} collisions at\ sqrt {s}= 1.96\;\ mathrm {TeV},Journal of High Energy Physics,2012,10,1-15,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",A search for a doubly-charged Higgs boson in pp collisions at\ sqrt {s}= 7\\ mbox {TeV},The European Physical Journal C,72,11,1-26,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ","Observation of long-range, near-side angular correlations in pPb collisions at the LHC",Physics Letters B,718,3,795-814,2013,North-Holland
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for Z^{′} resonances decaying to tt [over¯] in dilepton+ jets final states in pp collisions at sqrt [s]= 7 TeV,Physical Review D,87,7,072002,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for three-jet resonances in pp collisions at,Physics Letters B,718,2,329-347,2012,North-Holland
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for new physics in events with same-sign dileptons and b jets in pp collisions at\ sqrt {s}= 8 TeV,Journal of High Energy Physics,2013,3,1-30,2013,Springer-Verlag
"Aaltonen, T; Adelman, J; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Search for a heavy vector boson decaying to two gluons in p p¯ collisions at s= 1.96 TeV,Physical Review D,86,11,112002,2012,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Aguilo, Ernest; Bergauer, Thomas; Dragicevic, Marko; Erö, Janos; Fabjan, Christian; ","Search for a narrow, spin-2 resonance decaying to a pair of Z bosons in the final state",Physics Letters B,718,4,1208-1228,2013,North-Holland
"CMS collaboration; ",Search for long-lived particles decaying to photons and missing energy in proton-proton collisions at sqrt (s)= 7 TeV,arXiv preprint arXiv:1212.1838,,,,2012,
"CMS collaboration; ",Search for heavy resonances in the W/Z-tagged dijet mass spectrum in pp collisions at 7 TeV,arXiv preprint arXiv:1212.1910,,,,2012,
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Arisawa, T; ",Measurement of the Difference in CP-Violating Asymmetries in D [superscript 0]→ K [superscript+] K [superscript-] and D [superscript 0]→ π [superscript+] π [superscript-] Decays at CDF,,,,,2012,American Physical Society
"Abbaneo, D; Abbiendi, G; Abbrescia, M; Abdullin, S; Abdulsalam, A; Acharya, BS; Acosta, D; Acosta, JG; Adair, A; Adam, W; ",A new boson with a mass of 125 GeV observed with the CMS Experiment at the Large Hadron Collider,Science,338,6114,1569-1575,2012,American Association for the Advancement of Science
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Arisawa, T; ",Transverse momentum cross section of e [superscript+] e [superscript-] pairs in the Z-boson region from pp̅ collisions at√ s= 1.96 TeV,,,,,2012,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for Heavy Neutrinos and W R Bosons with Right-Handed Couplings in a Left-Right Symmetric Model in p p Collisions at s= 7 TeV,Physical review letters,109,26,261802,2012,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of the B c-meson lifetime in the decay B c-→ J/ψ π,Physical Review D,87,1,011101,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for supersymmetry in events with photons and low missing transverse energy in pp collisions at,Physics Letters B,719,1,42-61,2013,North-Holland
"Chatrchyan, S; ",Observation of Sequential Ç Suppression in PbPb Collisions,,,,,2012,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Study of the mass and spin-parity of the Higgs boson candidate via its decays to Z boson pairs,Physical review letters,110,8,081803,2013,American Physical Society
"Azfar, F; Tkaczyk, S; Plager, C; Moggi, N; Totarow, P; Sato, K; Chertok, M; Hara, K; Rahaman, A; Heuser, J; ",Search for Standard Model Higgs Boson Production in Association with a W Boson at CDF,,,,,2008,
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for contact interactions in μ+ μ-events in p p collisions at s= 7 TeV,Physical Review D,87,3,032001,2013,American Physical Society
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Measurements of differential jet cross sections in proton-proton collisions at s= 7 TeV with the CMS detector,Physical Review D,87,11,112002,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ","Measurement of the Υ (1 S), Υ (2 S), and Υ (3 S) Polarizations in p p Collisions at s= 7 TeV",Physical review letters,110,8,081802,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for heavy narrow dilepton resonances in pp collisions at and,Physics Letters B,720,1,63-82,2013,North-Holland
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Evidence for Associated Production of a Single Top Quark and W Boson in pp Collisions at root s= 7 TeV,PHYSICAL REVIEW LETTERS,110,2,,2013,"AMER PHYSICAL SOC ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA"
"CMS Collaboration Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for heavy Majorana neutrinos in mu±mu±+ jets and e±e±+ jets events in pp collisions at s= 7 TeV,Physics Letters B,717,,109-128,2012,
"Tkaczyk, S; Plager, C; Moggi, N; Sato, K; Chertok, M; Hara, K; Ameriow, S; Rahaman, A; Heuser, J; Makhoul, K; ",First Measurement of the Ratio of Branching Fractions B (Lambda_b to Lambda_c mu nu)/B (Lambda_b to Lambda_c pi),,,,,2008,
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of the B [subscript c][superscript-] meson lifetime in the decay B [subscript c][superscript-]→ J/ψπ [superscript-],,,,,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Measurement of the production cross section in pp collisions at with lepton+ jets final states,Physics letters B,720,1,83-104,2013,North-Holland
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ","Study of the underlying event at forward rapidity in pp collisions at\ sqrt {s}= 0.9, 2.76,\;\ mathrm {and}\; 7\;\ mathrm {TeV}",Journal of high energy physics,2013,4,1-36,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Measurement of the sum of WW and WZ production with W+ dijet events in pp collisions at\ sqrt {s}= 7\\ mbox {TeV},The European Physical Journal C,73,2,1-18,2013,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Measurement of the\ mathrm {t}\ overline {\ mathrm {t}} production cross section in the dilepton channel in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2012,11,1-40,2012,Springer-Verlag
"Abulencia, A; CDF Collaboration; ",First observation of the decay Bs--> Ds K and measurement of the ratio of branching fractions Br (Bs--> DsK)/Br (Bs--> Ds pi),arXiv preprint arXiv:0809.0080,,,,2008,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for narrow resonances and quantum black holes in inclusive and b-tagged dijet mass spectra from pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2013,1,1-40,2013,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for excited leptons in pp collisions at,Physics Letters B,720,4,309-329,2013,North-Holland
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for Pair Production of Third-Generation Leptoquarks and Top Squarks in p p Collisions at s= 7 TeV,Physical review letters,110,8,081801,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of the underlying event in the Drell–Yan process in proton–proton collisions at\ sqrt {s}= 7~\ mbox {TeV},The European Physical Journal C,72,9,1-24,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Inclusive Search for Supersymmetry Using Razor Variables in p p Collisions at s= 7 TeV,Physical review letters,111,8,081802,2013,American Physical Society
"Aaltonen, T; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Search for the Higgs boson in the all-hadronic final state using the full CDF data set,Journal of High Energy Physics,2013,2,1-27,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ","Search for supersymmetry in final states with a single lepton, b-quark jets, and missing transverse energy in proton-proton collisions at s= 7 TeV",Physical Review D,87,5,052006,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Measurement of the ZZ production cross section and search for anomalous couplings in 2ℓ2ℓ′ final states in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2013,1,1-29,2013,Springer-Verlag
"Aaltonen, T; Abazov, VM; Abbott, B; Acharya, BS; Adams, M; Adams, T; Alexeev, GD; Alkhazov, G; Alton, A; Gonzalez, B Alvarez; ",Search for neutral Higgs bosons in events with multiple bottom quarks at the Tevatron,Physical Review D,86,9,091101,2012,American Physical Society
"Aaltonen, T; Tkaczyk, S; Plager, C; Iori, M; Sato, K; Iyutin, B; Chertok, M; Hara, K; Rahaman, A; Heuser, J; ",Model-independent global search for new high-pT physics at CDF,,,,,2007,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for supersymmetry in events with b-quark jets and missing transverse energy in p p collisions at 7 TeV,Physical Review D,86,7,072010,2012,American Physical Society
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Measurement of the\ mathrm {t}\ bar {\ mathrm {t}} production cross section in the τ+ jets channel in pp collisions at\ sqrt {s}= 7\\ mbox {TeV},The European Physical Journal C,73,4,1-18,2013,Springer-Verlag
"Aaltonen, T; Adelman, J; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Search for a Two-Higgs-Boson Doublet Using a Simplified Model in pp [over¯] Collisions at sqrt [s]= 1.96 TeV,,,,,2013,American Physical Society
"Paus, Christoph ME; Makhoul, K; Goncharov, Maxim; Gomez-Ceballos, Guillelmo; Bauer, Gerry P; ",Measurement of the W+ W-Production Cross Section and Search for Anomalous WWγ and WWZ Couplings in pp [over-bar] Collisions at [sqrt] s= 1.96 TeV,,,,,2010,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Observation of a diffractive contribution to dijet production in proton-proton collisions at s= 7 TeV,Physical Review D,87,1,012006,2013,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ","Publisher’s Note: Search for Pair Production of Scalar Top Quarks Decaying to a τ Lepton and a b Quark in p p¯ Collisions at s= 1.96 TeV [Phys. Rev. Lett. 101, 071802 (2008)]",Physical Review Letters,101,8,089901,2008,American Physical Society
"Aaltonen, A; CDF Collaboration; ",Search for New Heavy Particles Decaying to Z^ 0 Z^ 0-> eeee in p-pbar Collisions at sqrt (s)= 1.96 TeV,arXiv preprint arXiv:0801.1129,,,,2008,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Measurement of differential top-quark-pair production cross sections in pp collisions at\ sqrt {s}= 7\\ mathrm {TeV},The European Physical Journal C,73,3,1-29,2013,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for dark matter and large extra dimensions in monojet events in pp collisions at\ sqrt {s}={7} TeV,Journal of High Energy Physics,2012,9,1-37,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for a light charged Higgs boson in top quark decays in pp collisions at\ sqrt {s}= 7\; TeV,Journal of High Energy Physics,2012,7,1-38,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Observation of sequential Υ suppression in PbPb collisions,Physical review letters,109,22,222301,2012,American Physical Society
"Gurtu, A; ",A search for excited leptons in pp collisions at√ s= 7 TeV,Physics Letters B,704,3,143-162,2011,Elsevier Science
"Aaltonen, T; Adelman, J; Akimoto, T; González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ",Top quark mass measurement in the tt [over-bar] all hadronic channel using a matrix element technique in pp [over-bar] collisions at sqrt [s]= 1.96 TeV,,,,,2009,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Measurement of the Azimuthal Anisotropy of Neutral Pions in Pb-Pb Collisions at s N N= 2.76 TeV,Physical review letters,110,4,042301,2013,American Physical Society
"Aaltonen, T; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Precision Top-Quark Mass Measurement at CDF,Physical review letters,109,15,152003,2012,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; Friedl, M; ",Search for the standard model Higgs boson in the H→ ZZ→ 2ℓ2ν channel in pp collisions at\ sqrt {\ text {s}}={7}\;{\ text {TeV}},Journal of High Energy Physics,2012,3,1-32,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Combined search for the quarks of a sequential fourth generation,Physical Review D,86,11,112003,2012,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Study of the Dijet Mass Spectrum in p p→ W+ jets Events at s= 7 TeV,Physical review letters,109,25,251801,2012,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ","Study of the inclusive production of charged pions, kaons, and protons in pp collisions at\ sqrt {s}= 0.9, 2.76,\ mbox {and} 7~\ mbox {TeV}",The European Physical Journal C,72,10,1-37,2012,Springer-Verlag
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Gonz'alez, B'Alvarez; Amerio, S; Amide, D; Anastasso, A; Annovi, A; Antos, J; ",Measurement of the b-jet Cross Section in Events with a W Boson in p-pbar Collisions at sqrt {s}= 1.96 TeV,,,,,2009,
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for pair produced fourth-generation up-type quarks in pp collisions at with a lepton in the final state,Physics Letters B,718,2,307-328,2012,North-Holland
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Gonzalez, B Alvarez; Ameriou, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Measurement of b-jet Shapes in Inclusive Jet Production in p pbar Collisions at sqrt {s}= 1.96 TeV,,,,,2008,
"Eno, Sarah; Gouskos, Loukas; Hatakeyama, Kenichi; Hewamanage, Samantha; Kamon, Teruki; Montalvo, Roy; Rohringer, Christine; Sakuma, Tai; Schöfbeck, Robert; ",CMS Draft Analysis Note,,,,,2011,
"Aaltonen, T; CDF Collaboration; ",Top Quark Mass Measurement in the tt-bar All Hadronic Channel using a Matrix Element Technique in ppbar Collisions at sqrt s= 1.96 TeV,arXiv preprint arXiv:0811.1062,,,,2008,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; Friedl, M; ",Observation of a new boson with mass near 125 GeV in pp collisions at\ sqrt {s}= 7 and 8 TeV,Journal of high energy physics,2013,6,1-127,2013,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Ero, J; Fabjan, C; ",Measurement of the t (t) over-bar production cross section in the dilepton channel in pp collisions at root s= 7 TeV,Journal of High Energy Physics,,11,,2012,SPRINGER
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Ujvari, Balazs; Ozturk, Sertac; Polatoz, Ayse; ","Measurement of the Y (1S), Y (2S), and Y (3S) cross sections in pp collisions at $\ sqrt {s} $= 7 TeV",,,,,2013,
"CMS collaboration; ",Search for resonant t t-bar production in lepton+ jets events in pp collisions at sqrt (s)= 7 TeV,arXiv preprint arXiv:1209.4397,,,,2012,
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Bergauer, Thomas; Dragicevic, Marko; Erö, Janos; Fabjan, Christian; Friedl, Markus; ",Measurement of the ratio of the inclusive 3-jet cross section to the inclusive 2-jet cross section in pp collisions at\ sqrt {s}= 7\\ mathrm {TeV} and first determination of the strong coupling constant in the TeV range,The European Physical Journal C,73,10,1-21,2013,Springer Berlin Heidelberg
"CMS collaboration; ",Measurement of W+ W-and ZZ production cross sections in pp collisions at sqrt (s)= 8 TeV,arXiv preprint arXiv:1301.4698,,,,2013,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Measurement of associated production of vector bosons and top quark-antiquark pairs in p p collisions at s= 7 TeV,Physical review letters,110,17,172002,2013,American Physical Society
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for contact interactions in μ [superscript+] μ [superscript-] events in pp collisions at√ s= 7 TeV,,,,,2013,American Physical Society
"Chatrchyan, Serguei; Apresyan, A; Bornheim, A; Chen, Y; Di Marco, E; Duarte, J; Gataullin, M; Ma, Y; Mott, A; Newman, HB; ",Search for anomalous production of highly boosted Z bosons decaying to μ^+ μ^− in proton–proton collisions at√ s= 7 TeV,Physics Letters B,722,1-3,28-47,2013,Elsevier
"CMS collaboration; ",Measurement of the inelastic proton-proton cross section at sqrt (s)= 7 TeV,arXiv preprint arXiv:1210.6718,,,,2012,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ","Search for supersymmetry in pp collisions at\ sqrt {s}= 7 TeV in events with a single lepton, jets, and missing transverse momentum",The European Physical Journal C,73,5,1-41,2013,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of neutral strange particle production in the underlying event in proton-proton collisions at s= 7 TeV,Physical Review D,88,5,052001,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; Friedl, M; ",Study of exclusive two-photon production of W+ W− in pp collisions at\ sqrt {s}= 7 TeV and constraints on anomalous quartic gauge couplings,Journal of High Energy Physics,2013,7,1-44,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of the W+ W− cross section in pp collisions at\ sqrt {s}= 7\ mbox {TeV} and limits on anomalous WWγ and WWZ couplings,The European Physical Journal C,73,10,1-22,2013,Springer Berlin Heidelberg
"CMS collaboration; ",Event shapes and azimuthal correlations in Z+ jets events in pp collisions at sqrt (s)= 7 TeV,arXiv preprint arXiv:1301.1646,,,,2013,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of the hadronic activity in events with a Z and two jets and extraction of the cross section for the electroweak production of a Z with two jets in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2013,10,1-43,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Ujvari, Balazs; Ozturk, Sertac; Polatoz, Ayse; ",Energy calibration and resolution of the CMS electromagnetic calorimeter in pp collisions at sqrt (s)= 7 TeV,,,,,2013,
